,Manufacturer,Screen_Size,RAM,GPU,Operating_System,Operating_System_Version,Weight,Storage_Capacity,Storage_Type,CPU_brand,CPU_freq,CPU_cores,CPU_model,Screen_Resolution,Screen_Model,GPU_brand
512,Dell,15.6,8,Intel HD Graphics 620,Windows,10,2.18,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
513,Dell,15.6,16,AMD Radeon 530,Windows,10,2.2,2304,SSD + HDD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD,AMD
514,Xiaomi,15.6,16,Nvidia GeForce MX150,No OS,No OS,1.95,256,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,IPS Panel Full HD,Nvidia
515,Asus,11.6,2,Intel HD Graphics 500,Windows,10,1.1,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
516,HP,15.6,4,Intel UHD Graphics 620,Windows,10,2.04,1024,HDD,Intel,1.6,4,Core i5 8250U,1366x768,Touchscreen,Intel
517,Asus,15.6,24,Nvidia GeForce GTX1080,Windows,10,2.24,512,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
518,HP,15.6,8,Nvidia GeForce 930MX,Windows,10,2.04,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
519,Asus,17.3,16,Nvidia GeForce GTX1050 Ti,Windows,10,3.0,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
520,Lenovo,15.6,8,Nvidia GeForce GTX 1060,Windows,10,3.2,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
521,HP,13.3,8,Intel HD Graphics 620,Windows,10,1.32,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
522,Dell,14.0,8,Intel HD Graphics 620,Windows,10,1.64,256,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,Full HD,Intel
523,HP,15.6,4,Intel HD Graphics 520,Windows,10,1.63,128,SSD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
524,Dell,17.3,8,AMD Radeon 530,Linux,Unkonwn,2.8,1152,SSD + HDD,Intel,1.6,4,Core i5 8250U,1920x1080,IPS Panel Full HD,AMD
525,Lenovo,14.0,8,Intel HD Graphics 520,Windows,7,2.02,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
526,Lenovo,15.6,4,Nvidia GeForce 920MX,Windows,10,2.2,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
527,Lenovo,15.6,8,Nvidia GeForce 920MX ,No OS,No OS,2.2,2048,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Nvidia
528,Dell,15.6,4,AMD Radeon R5 M430,Windows,10,2.3,500,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,AMD
529,Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,256,SSD,Intel,2.8,4,Core i5 7440HQ,1920x1080,Full HD,Intel
530,Dell,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.42,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
531,Toshiba,15.6,8,Intel HD Graphics 620,Windows,10,2.0,500,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
532,Asus,15.6,8,Nvidia GeForce GTX 960M,Windows,10,2.0,1280,SSD + HDD,Intel,2.7,2,Core i7 7500U,3840x2160,IPS Panel 4K Ultra HD,Nvidia
533,Mediacom,13.3,4,Intel HD Graphics 500,Windows,10,1.2,32,SSD,Intel,1.1,4,Celeron Quad Core N3450,1920x1080,IPS Panel Full HD,Intel
534,Asus,15.6,8,Nvidia GeForce GTX 1060,Windows,10,2.3,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Nvidia
535,Dell,15.6,8,Nvidia GeForce 930MX,Windows,10,1.93,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Nvidia
536,Dell,15.6,8,AMD Radeon 530,Windows,10,2.2,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
537,HP,15.6,4,Intel HD Graphics 405,Windows,10,1.86,256,SSD,Intel,1.6,4,Pentium Quad Core N3710,1920x1080,Full HD,Intel
538,HP,17.3,12,Nvidia GeForce GTX 1060,Windows,10,2.62,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
539,Lenovo,14.0,8,Nvidia GeForce 940MX,Windows,10,1.87,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Nvidia
540,Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.2,256,SSD,Intel,1.8,4,Core i7 8550U,3200x1800,Quad HD+ / Touchscreen,Intel
541,Dell,14.0,4,Intel HD Graphics 520,Windows,10,1.6,128,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
542,HP,13.3,8,Intel HD Graphics 620,Windows,10,1.34,256,SSD,Intel,2.7,2,Core i7 7500U,3200x1800,IPS Panel Quad HD+,Intel
543,Acer,15.6,8,Nvidia GeForce GTX 1050,Linux,Unkonwn,2.4,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
544,Asus,15.6,4,AMD Radeon R2 Graphics,Windows,10,2.0,500,HDD,AMD,1.8,4,E Series 7110,1366x768,Unknown,AMD
545,HP,15.6,4,Intel HD Graphics 620,Windows,10,2.1,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD,Intel
546,Lenovo,14.0,4,Intel HD Graphics 620,Windows,10,1.87,500,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
547,Lenovo,15.6,4,Intel HD Graphics 520,No OS,No OS,2.15,1024,HDD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
548,HP,15.6,4,Intel HD Graphics 520,Windows,10,1.86,500,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
549,Lenovo,15.6,8,Intel HD Graphics 620,Windows,10,1.99,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
550,Lenovo,15.6,4,Intel HD Graphics 520,Windows,10,2.2,128,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
551,Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
552,Dell,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.42,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
553,HP,17.3,8,Intel HD Graphics 520,Windows,10,2.65,1024,HDD,Intel,2.0,2,Core i3 6006U,1600x900,Unknown,Intel
554,HP,17.3,8,Nvidia GeForce 930MX,Windows,10,2.63,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
555,Asus,15.6,4,Intel HD Graphics 500,Linux,Unkonwn,2.0,500,HDD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
556,Mediacom,13.3,4,Intel HD Graphics,Windows,10,1.35,32,Flash Storage,Intel,1.44,4,Atom x5 Z8350,1920x1080,IPS Panel Full HD,Intel
557,Lenovo,17.3,6,Nvidia GeForce 940MX,Windows,10,2.8,1152,SSD + HDD,Intel,2.7,2,Core i7 7500U,1600x900,Unknown,Nvidia
558,HP,15.6,6,AMD Radeon 530,Windows,10,1.91,128,SSD,AMD,2.5,4,A10 Series A10 9620P,1920x1080,IPS Panel Full HD,AMD
559,Dell,15.6,4,AMD Radeon R5 M420,Windows,10,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
560,Acer,11.6,4,Intel HD Graphics 500,Windows,10,1.25,32,Flash Storage,Intel,2.0,2,Celeron Dual Core N3350,1920x1080,IPS Panel Full HD / Touchscreen,Intel
561,Lenovo,15.6,4,Intel HD Graphics 620,Windows,10,2.05,128,SSD,Intel,2.7,2,Core i3 7130U,1920x1080,Full HD,Intel
562,HP,13.3,16,Intel HD Graphics 515,Windows,10,1.16,512,SSD,Intel,1.2,2,Core M 6Y75,3200x1800,IPS Panel Quad HD+ / Touchscreen,Intel
563,Lenovo,17.3,8,Nvidia Quadro M620M,Windows,10,3.4,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
564,Asus,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.5,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
565,Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.21,128,SSD,Intel,1.6,4,Core i5 8250U,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Intel
566,Dell,15.6,4,Intel HD Graphics 620,Windows,10,1.93,500,HDD,Intel,2.6,2,Core i5 7300U,1366x768,Unknown,Intel
567,Fujitsu,15.6,8,Intel HD Graphics 620,Windows,10,2.2,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
568,Lenovo,15.6,4,Intel HD Graphics 505,Windows,10,2.2,500,HDD,Intel,1.1,4,Pentium Quad Core N4200,1920x1080,Full HD,Intel
569,Lenovo,14.0,4,Intel HD Graphics 620,Windows,10,2.02,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
570,HP,17.3,8,Nvidia Quadro M1200,Windows,10,3.14,500,HDD,Intel,2.8,4,Core i5 7440HQ,1600x900,Unknown,Nvidia
571,HP,14.0,8,Intel HD Graphics 405,Windows,10,1.94,2048,HDD,Intel,1.6,4,Pentium Quad Core N3710,1366x768,Unknown,Intel
572,HP,15.6,6,AMD Radeon 530,Windows,10,1.95,256,SSD,AMD,3.0,2,A9 Series A9 9420,1920x1080,IPS Panel Full HD,AMD
573,Lenovo,15.6,8,Intel HD Graphics 620,Windows,10,2.3,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
574,Lenovo,15.6,4,Intel HD Graphics 620,Windows,10,2.05,500,HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,Intel
575,Mediacom,14.0,4,Intel HD Graphics,Windows,10,1.4,32,SSD,Intel,1.44,4,Atom x5 Z8350,1920x1080,Full HD,Intel
576,Toshiba,14.0,16,Intel HD Graphics 620,Windows,10,1.24,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Intel
577,Lenovo,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.6,1280,SSD + HDD,Intel,2.7,4,Core i7 6820HK,1920x1080,IPS Panel Full HD,Nvidia
578,MSI,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.14,1536,SSD + HDD,Intel,2.9,4,Core i7 7820HK,1920x1080,Full HD,Nvidia
579,Dell,15.6,8,AMD Radeon R5 M430,Linux,Unkonwn,2.2,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
580,Mediacom,14.0,4,Intel HD Graphics 500,Windows,10,1.45,32,SSD,Intel,1.1,4,Celeron Quad Core N3450,1920x1080,IPS Panel Full HD,Intel
581,Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,500,HDD,Intel,2.6,2,Core i5 7300U,1366x768,Unknown,Intel
582,HP,13.3,4,Intel HD Graphics 620,Windows,10,1.49,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD,Intel
583,Dell,15.6,16,Nvidia GeForce 930MX,Windows,10,1.93,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Nvidia
584,Dell,11.6,4,Intel HD Graphics 400,Chrome OS,Unkonwn,1.26,16,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
585,MSI,17.3,16,Nvidia GeForce GTX 980M,Windows,10,4.5,1152,SSD + HDD,Intel,2.7,4,Core i7 6820HK,1920x1080,Full HD,Nvidia
586,HP,17.3,16,Nvidia GeForce GTX 1050,Windows,10,3.78,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
587,Lenovo,14.0,12,Intel HD Graphics 520,Windows,10,1.4,256,SSD,Intel,2.6,2,Core i7 6600U,1920x1080,IPS Panel Full HD,Intel
588,Lenovo,15.6,12,Intel HD Graphics 620,Windows,10,2.2,1024,HDD,Intel,1.8,4,Core i7 8550U,1366x768,Touchscreen,Intel
589,Asus,17.3,8,Nvidia GeForce GTX 1060,Windows,10,2.73,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Nvidia
590,Asus,15.6,8,Intel HD Graphics 520,Windows,10,2.2,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Touchscreen,Intel
591,Lenovo,15.6,12,AMD Radeon 530,Windows,10,2.2,512,SSD,AMD,3.6,4,A12 Series 9720P,1920x1080,Full HD,AMD
592,Dell,11.6,4,Intel HD Graphics 615,Windows,10,1.39,128,SSD,Intel,1.0,2,Core M 7Y30,1366x768,Touchscreen,Intel
593,Samsung,15.6,16,Nvidia GeForce GTX 1050,Windows,10,2.5,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
594,Lenovo,17.3,4,Intel HD Graphics 520,No OS,No OS,2.8,500,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
595,Lenovo,15.6,8,Intel HD Graphics 520,Windows,10,2.29,1024,HDD,Intel,2.3,2,Core i3 6100U,1366x768,Unknown,Intel
596,Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.37,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
597,Lenovo,14.0,8,Intel HD Graphics 630,Windows,10,1.7,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Intel
598,Dell,12.5,8,Intel HD Graphics 620,Windows,10,1.34,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
599,Dell,15.6,8,Nvidia Quadro M620,Windows,10,2.06,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD / Touchscreen,Nvidia
600,HP,15.6,8,Intel HD Graphics 620,Windows,10,1.84,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
601,HP,15.6,4,Intel HD Graphics 620,Windows,10,2.1,500,HDD,Intel,2.4,2,Core i3 7100U,1366x768,Unknown,Intel
602,Acer,14.0,4,Intel HD Graphics 500,Windows,10,1.6,32,Flash Storage,Intel,1.1,4,Celeron Quad Core N3450,1920x1080,Full HD,Intel
603,MSI,17.3,16,Nvidia GeForce GTX 970M,Windows,10,4.14,1152,SSD + HDD,Intel,2.7,4,Core i7 6820HK,1920x1080,Full HD,Nvidia
604,Dell,15.6,4,AMD Radeon R5 M420,Linux,Unkonwn,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
605,MSI,15.6,16,Nvidia GeForce GTX 1060,Windows,10,1.8,2304,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,3840x2160,4K Ultra HD,Nvidia
606,Toshiba,15.6,8,Intel HD Graphics 520,Windows,10,2.2,256,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,IPS Panel Full HD,Intel
607,Lenovo,15.6,6,Intel HD Graphics 620,Windows,10,2.4,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
608,Lenovo,15.6,8,Intel HD Graphics 630,Windows,10,2.0,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD / Touchscreen,Intel
609,Acer,14.0,4,Intel HD Graphics 405,Windows,10,1.6,128,Flash Storage,Intel,1.6,4,Pentium Quad Core N3710,1366x768,Unknown,Intel
610,Lenovo,15.6,32,Nvidia Quadro M2200M,Windows,10,2.5,1024,SSD,Intel,3.1,4,Xeon E3 1535M v6,3840x2160,IPS Panel 4K Ultra HD,Nvidia
611,Dell,15.6,16,Nvidia GeForce GTX 960,Windows,10,2.59,1024,HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,Full HD,Nvidia
612,Dell,15.6,4,Intel HD Graphics 520,Linux,Unkonwn,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
613,Dell,15.6,4,Intel HD Graphics 520,Linux,Unkonwn,2.25,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
614,Dell,15.6,4,Intel HD Graphics 620,Linux,Unkonwn,1.93,500,HDD,Intel,2.6,2,Core i5 7300U,1366x768,Unknown,Intel
615,Asus,17.3,8,Nvidia GeForce GTX 1050,Windows,10,3.0,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
616,Dell,15.6,4,AMD Radeon R5 M420,Linux,Unkonwn,2.18,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,AMD
617,HP,15.6,8,Intel HD Graphics 620,Windows,10,1.84,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
618,MSI,15.6,16,Nvidia GeForce GTX 1070,Windows,10,2.94,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
619,Acer,11.6,4,Intel HD Graphics 400,Chrome OS,Unkonwn,1.25,32,Flash Storage,Intel,1.6,4,Celeron Quad Core N3160,1366x768,IPS Panel Touchscreen,Intel
620,HP,14.0,8,Intel HD Graphics 620,Windows,10,2.31,256,SSD,Intel,2.6,2,Core i5 7300U,1366x768,Unknown,Intel
621,Lenovo,14.0,8,Intel HD Graphics 520,Windows,7,1.65,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
622,Dell,15.6,4,AMD Radeon 530,Windows,10,2.2,1024,HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
623,Fujitsu,15.6,8,Intel HD Graphics 620,Windows,10,2.2,256,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
624,HP,15.6,4,Intel HD Graphics 520,Windows,7,1.88,500,HDD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
625,Lenovo,15.6,8,Nvidia GeForce 920MX,Windows,10,2.2,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
626,Mediacom,14.0,2,Intel HD Graphics,Windows,10,1.4,32,Flash Storage,Intel,1.44,4,Atom x5 Z8350,1920x1080,Full HD,Intel
627,Lenovo,15.6,4,Intel HD Graphics 620,No OS,No OS,2.2,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
628,Asus,13.3,6,Intel HD Graphics 620,Windows,10,1.5,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
629,Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.0,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
630,Asus,14.0,16,Intel HD Graphics 620,Windows,10,1.1,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
631,Dell,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
632,Lenovo,15.6,4,Intel UHD Graphics 620,Windows,10,1.8,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,Intel
633,Lenovo,15.6,4,Nvidia GeForce 920MX ,Windows,10,2.2,1024,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Nvidia
634,Asus,15.6,8,Intel HD Graphics 500,Windows,10,2.0,1024,HDD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
635,Asus,15.6,8,Nvidia GeForce GTX 1050,Windows,10,1.99,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
636,Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.23,256,SSD,Intel,1.6,4,Core i5 8250U,3200x1800,Quad HD+ / Touchscreen,Intel
637,Lenovo,14.0,2,Intel HD Graphics 400,Windows,10,1.42,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
638,Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.37,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
639,Dell,15.6,16,Nvidia GeForce GTX 1050,Windows,10,2.06,1024,SSD,Intel,2.8,4,Core i7 7700HQ,3840x2160,4K Ultra HD / Touchscreen,Nvidia
640,Lenovo,15.6,8,Nvidia GeForce GTX 1050M,Windows,10,2.5,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
641,HP,17.0,8,AMD Radeon R5,Windows,10,2.6,1024,HDD,AMD,3.0,2,A9 Series 9420,1600x900,Unknown,AMD
642,Lenovo,14.0,16,Intel HD Graphics 620,Windows,10,1.14,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
643,Asus,15.6,8,Nvidia GeForce GTX 1050 Ti,No OS,No OS,2.5,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
644,Acer,15.6,4,Intel HD Graphics 520,Windows,10,2.4,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
645,Lenovo,14.0,4,Intel HD Graphics,Windows,10,1.43,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
646,Acer,14.0,8,Intel Graphics 620,Windows,10,1.8,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
647,Razer,14.0,16,Nvidia GeForce GTX 1060,Windows,10,1.95,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
648,Toshiba,13.3,8,Intel HD Graphics 520,Windows,10,1.2,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
649,Lenovo,12.5,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
650,Asus,17.3,32,Nvidia GeForce GTX 1080,Windows,10,3.8,512,SSD,Intel,2.7,4,Core i7 6820HK,1920x1080,IPS Panel Full HD,Nvidia
651,Acer,15.6,8,Nvidia GeForce GTX 1050,Linux,Unkonwn,2.4,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
652,Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.2,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,Intel
653,MSI,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,10,2.2,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
654,HP,15.6,4,Intel HD Graphics 520,No OS,No OS,1.86,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
655,Toshiba,15.6,8,Intel HD Graphics 620,Windows,10,2.0,500,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
656,Dell,15.6,8,AMD Radeon 530,Windows,10,2.2,256,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD,AMD
657,Dell,15.6,16,AMD Radeon 530,Windows,10,2.2,2304,SSD + HDD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD,AMD
658,Lenovo,15.6,8,Nvidia GeForce GTX 960,Windows,10,3.31,1152,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,IPS Panel Full HD,Nvidia
659,Dell,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.42,1536,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,3840x2160,IPS Panel 4K Ultra HD,Nvidia
660,Dell,14.0,8,Intel HD Graphics 520,Windows,10,1.56,256,SSD,Intel,2.4,2,Core i5 6300U,1920x1080,Full HD,Intel
661,Lenovo,15.6,4,Intel HD Graphics 500,Windows,10,2.2,500,HDD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
662,Lenovo,15.6,4,Intel HD Graphics 520,Windows,10,2.2,500,HDD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
663,HP,15.6,6,AMD Radeon R5 M430,Windows,10,2.04,1024,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Unknown,AMD
664,MSI,17.3,8,Nvidia GeForce GTX 1060,Windows,10,2.7,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
665,Toshiba,15.6,4,Intel HD Graphics 520,Windows,10,2.1,128,SSD,Intel,2.1,2,Core i3 6100U,1366x768,Unknown,Intel
666,Dell,15.6,8,Intel HD Graphics 620,Windows,10,2.06,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
667,HP,15.6,8,AMD Radeon 530,Windows,10,2.1,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
668,Toshiba,15.6,8,Intel HD Graphics 620,Windows,10,2.0,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
669,Acer,15.6,4,Intel HD Graphics 520,Linux,Unkonwn,2.1,128,SSD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
670,Microsoft,13.5,8,Intel Iris Plus Graphics 640,Windows,10 S,1.252,256,SSD,Intel,2.8,2,Core i7 7600U,2256x1504,Touchscreen,Intel
671,Lenovo,15.6,8,AMD Radeon R5 M430,Windows,10,1.9,1152,SSD + HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,AMD
672,Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.3,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
673,Lenovo,15.6,4,AMD Radeon R2 Graphics,Windows,10,2.2,128,SSD,AMD,2.2,2,E Series E2 9000,1366x768,Unknown,AMD
674,HP,14.0,4,Nvidia GeForce 940MX,Windows,10,1.63,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD / Touchscreen,Nvidia
675,MSI,15.6,16,Nvidia GeForce GTX 1050,Windows,10,2.4,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
676,Asus,14.0,8,Intel HD Graphics 620,Windows,10,1.1,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
677,HP,11.6,8,Intel HD Graphics 500,Chrome OS,Unkonwn,1.4,64,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Touchscreen,Intel
678,LG,15.6,8,Intel HD Graphics 620,Windows,10,1.09,512,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,IPS Panel Full HD,Intel
679,Acer,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
680,MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
681,Asus,15.6,4,Intel HD Graphics 500,Windows,10,1.86,128,SSD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
