Manufacturer,Screen_Size,RAM,GPU,Operating_System,Operating_System_Version,Weight,Storage_Capacity,Storage_Type,CPU_brand,CPU_freq,CPU_cores,CPU_model,Screen_Resolution,Screen_Model,GPU_brand
Lenovo,14.0,8,Intel HD Graphics 520,Windows,7,2.02,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
Lenovo,15.6,4,Nvidia GeForce 920MX,Windows,10,2.2,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
Lenovo,15.6,8,Nvidia GeForce 920MX ,No OS,No OS,2.2,2048,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Nvidia
Dell,15.6,4,AMD Radeon R5 M430,Windows,10,2.3,500,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,AMD
Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,256,SSD,Intel,2.8,4,Core i5 7440HQ,1920x1080,Full HD,Intel
Dell,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.42,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Toshiba,15.6,8,Intel HD Graphics 620,Windows,10,2.0,500,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
Asus,15.6,8,Nvidia GeForce GTX 960M,Windows,10,2.0,1280,SSD + HDD,Intel,2.7,2,Core i7 7500U,3840x2160,IPS Panel 4K Ultra HD,Nvidia
Mediacom,13.3,4,Intel HD Graphics 500,Windows,10,1.2,32,SSD,Intel,1.1,4,Celeron Quad Core N3450,1920x1080,IPS Panel Full HD,Intel
Asus,15.6,8,Nvidia GeForce GTX 1060,Windows,10,2.3,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Nvidia
Dell,15.6,8,Nvidia GeForce 930MX,Windows,10,1.93,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Nvidia
Dell,15.6,8,AMD Radeon 530,Windows,10,2.2,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
HP,15.6,4,Intel HD Graphics 405,Windows,10,1.86,256,SSD,Intel,1.6,4,Pentium Quad Core N3710,1920x1080,Full HD,Intel
HP,17.3,12,Nvidia GeForce GTX 1060,Windows,10,2.62,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Lenovo,14.0,8,Nvidia GeForce 940MX,Windows,10,1.87,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Nvidia
Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.2,256,SSD,Intel,1.8,4,Core i7 8550U,3200x1800,Quad HD+ / Touchscreen,Intel
Dell,14.0,4,Intel HD Graphics 520,Windows,10,1.6,128,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
HP,13.3,8,Intel HD Graphics 620,Windows,10,1.34,256,SSD,Intel,2.7,2,Core i7 7500U,3200x1800,IPS Panel Quad HD+,Intel
Acer,15.6,8,Nvidia GeForce GTX 1050,Linux,Ubuntu,2.4,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Asus,15.6,4,AMD Radeon R2 Graphics,Windows,10,2.0,500,HDD,AMD,1.8,4,E Series 7110,1366x768,Unknown,AMD
HP,15.6,4,Intel HD Graphics 620,Windows,10,2.1,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD,Intel
Lenovo,14.0,4,Intel HD Graphics 620,Windows,10,1.87,500,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Lenovo,15.6,4,Intel HD Graphics 520,No OS,No OS,2.15,1024,HDD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
HP,15.6,4,Intel HD Graphics 520,Windows,10,1.86,500,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
Lenovo,15.6,8,Intel HD Graphics 620,Windows,10,1.99,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
Lenovo,15.6,4,Intel HD Graphics 520,Windows,10,2.2,128,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Dell,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.42,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
HP,17.3,8,Intel HD Graphics 520,Windows,10,2.65,1024,HDD,Intel,2.0,2,Core i3 6006U,1600x900,Unknown,Intel
HP,17.3,8,Nvidia GeForce 930MX,Windows,10,2.63,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
Asus,15.6,4,Intel HD Graphics 500,Linux,Ubuntu,2.0,500,HDD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
Mediacom,13.3,4,Intel HD Graphics,Windows,10,1.35,32,Flash Storage,Intel,1.44,4,Atom x5 Z8350,1920x1080,IPS Panel Full HD,Intel
Lenovo,17.3,6,Nvidia GeForce 940MX,Windows,10,2.8,1152,SSD + HDD,Intel,2.7,2,Core i7 7500U,1600x900,Unknown,Nvidia
HP,15.6,6,AMD Radeon 530,Windows,10,1.91,128,SSD,AMD,2.5,4,A10 Series A10 9620P,1920x1080,IPS Panel Full HD,AMD
Dell,15.6,4,AMD Radeon R5 M420,Windows,10,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
Acer,11.6,4,Intel HD Graphics 500,Windows,10,1.25,32,Flash Storage,Intel,2.0,2,Celeron Dual Core N3350,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Lenovo,15.6,4,Intel HD Graphics 620,Windows,10,2.05,128,SSD,Intel,2.7,2,Core i3 7130U,1920x1080,Full HD,Intel
HP,13.3,16,Intel HD Graphics 515,Windows,10,1.16,512,SSD,Intel,1.2,2,Core M 6Y75,3200x1800,IPS Panel Quad HD+ / Touchscreen,Intel
Lenovo,17.3,8,Nvidia Quadro M620M,Windows,10,3.4,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Asus,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.5,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.21,128,SSD,Intel,1.6,4,Core i5 8250U,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Intel
Dell,15.6,4,Intel HD Graphics 620,Windows,10,1.93,500,HDD,Intel,2.6,2,Core i5 7300U,1366x768,Unknown,Intel
Fujitsu,15.6,8,Intel HD Graphics 620,Windows,10,2.2,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
Lenovo,15.6,4,Intel HD Graphics 505,Windows,10,2.2,500,HDD,Intel,1.1,4,Pentium Quad Core N4200,1920x1080,Full HD,Intel
Lenovo,14.0,4,Intel HD Graphics 620,Windows,10,2.02,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
HP,17.3,8,Nvidia Quadro M1200,Windows,10,3.14,500,HDD,Intel,2.8,4,Core i5 7440HQ,1600x900,Unknown,Nvidia
HP,14.0,8,Intel HD Graphics 405,Windows,10,1.94,2048,HDD,Intel,1.6,4,Pentium Quad Core N3710,1366x768,Unknown,Intel
HP,15.6,6,AMD Radeon 530,Windows,10,1.95,256,SSD,AMD,3.0,2,A9 Series A9 9420,1920x1080,IPS Panel Full HD,AMD
Lenovo,15.6,8,Intel HD Graphics 620,Windows,10,2.3,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Lenovo,15.6,4,Intel HD Graphics 620,Windows,10,2.05,500,HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,Intel
Mediacom,14.0,4,Intel HD Graphics,Windows,10,1.4,32,SSD,Intel,1.44,4,Atom x5 Z8350,1920x1080,Full HD,Intel
Toshiba,14.0,16,Intel HD Graphics 620,Windows,10,1.24,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Intel
Lenovo,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.6,1280,SSD + HDD,Intel,2.7,4,Core i7 6820HK,1920x1080,IPS Panel Full HD,Nvidia
MSI,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.14,1536,SSD + HDD,Intel,2.9,4,Core i7 7820HK,1920x1080,Full HD,Nvidia
Dell,15.6,8,AMD Radeon R5 M430,Linux,Ubuntu,2.2,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
Mediacom,14.0,4,Intel HD Graphics 500,Windows,10,1.45,32,SSD,Intel,1.1,4,Celeron Quad Core N3450,1920x1080,IPS Panel Full HD,Intel
Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,500,HDD,Intel,2.6,2,Core i5 7300U,1366x768,Unknown,Intel
HP,13.3,4,Intel HD Graphics 620,Windows,10,1.49,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD,Intel
Dell,15.6,16,Nvidia GeForce 930MX,Windows,10,1.93,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Nvidia
Dell,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS,1.26,16,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
MSI,17.3,16,Nvidia GeForce GTX 980M,Windows,10,4.5,1152,SSD + HDD,Intel,2.7,4,Core i7 6820HK,1920x1080,Full HD,Nvidia
HP,17.3,16,Nvidia GeForce GTX 1050,Windows,10,3.78,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Lenovo,14.0,12,Intel HD Graphics 520,Windows,10,1.4,256,SSD,Intel,2.6,2,Core i7 6600U,1920x1080,IPS Panel Full HD,Intel
Lenovo,15.6,12,Intel HD Graphics 620,Windows,10,2.2,1024,HDD,Intel,1.8,4,Core i7 8550U,1366x768,Touchscreen,Intel
Asus,17.3,8,Nvidia GeForce GTX 1060,Windows,10,2.73,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Nvidia
Asus,15.6,8,Intel HD Graphics 520,Windows,10,2.2,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Touchscreen,Intel
Lenovo,15.6,12,AMD Radeon 530,Windows,10,2.2,512,SSD,AMD,3.6,4,A12 Series 9720P,1920x1080,Full HD,AMD
Dell,11.6,4,Intel HD Graphics 615,Windows,10,1.39,128,SSD,Intel,1.0,2,Core M 7Y30,1366x768,Touchscreen,Intel
Samsung,15.6,16,Nvidia GeForce GTX 1050,Windows,10,2.5,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Lenovo,17.3,4,Intel HD Graphics 520,No OS,No OS,2.8,500,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
Lenovo,15.6,8,Intel HD Graphics 520,Windows,10,2.29,1024,HDD,Intel,2.3,2,Core i3 6100U,1366x768,Unknown,Intel
Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.37,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Lenovo,14.0,8,Intel HD Graphics 630,Windows,10,1.7,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Intel
Dell,12.5,8,Intel HD Graphics 620,Windows,10,1.34,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
Dell,15.6,8,Nvidia Quadro M620,Windows,10,2.06,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD / Touchscreen,Nvidia
HP,15.6,8,Intel HD Graphics 620,Windows,10,1.84,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
HP,15.6,4,Intel HD Graphics 620,Windows,10,2.1,500,HDD,Intel,2.4,2,Core i3 7100U,1366x768,Unknown,Intel
Acer,14.0,4,Intel HD Graphics 500,Windows,10,1.6,32,Flash Storage,Intel,1.1,4,Celeron Quad Core N3450,1920x1080,Full HD,Intel
MSI,17.3,16,Nvidia GeForce GTX 970M,Windows,10,4.14,1152,SSD + HDD,Intel,2.7,4,Core i7 6820HK,1920x1080,Full HD,Nvidia
Dell,15.6,4,AMD Radeon R5 M420,Linux,Ubuntu,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
MSI,15.6,16,Nvidia GeForce GTX 1060,Windows,10,1.8,2304,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,3840x2160,4K Ultra HD,Nvidia
Toshiba,15.6,8,Intel HD Graphics 520,Windows,10,2.2,256,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,IPS Panel Full HD,Intel
Lenovo,15.6,6,Intel HD Graphics 620,Windows,10,2.4,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Lenovo,15.6,8,Intel HD Graphics 630,Windows,10,2.0,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Acer,14.0,4,Intel HD Graphics 405,Windows,10,1.6,128,Flash Storage,Intel,1.6,4,Pentium Quad Core N3710,1366x768,Unknown,Intel
Lenovo,15.6,32,Nvidia Quadro M2200M,Windows,10,2.5,1024,SSD,Intel,3.1,4,Xeon E3 1535M v6,3840x2160,IPS Panel 4K Ultra HD,Nvidia
Dell,15.6,16,Nvidia GeForce GTX 960,Windows,10,2.59,1024,HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,Full HD,Nvidia
Dell,15.6,4,Intel HD Graphics 520,Linux,Ubuntu,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Dell,15.6,4,Intel HD Graphics 520,Linux,Ubuntu,2.25,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Dell,15.6,4,Intel HD Graphics 620,Linux,Ubuntu,1.93,500,HDD,Intel,2.6,2,Core i5 7300U,1366x768,Unknown,Intel
Asus,17.3,8,Nvidia GeForce GTX 1050,Windows,10,3.0,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Dell,15.6,4,AMD Radeon R5 M420,Linux,Ubuntu,2.18,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,AMD
HP,15.6,8,Intel HD Graphics 620,Windows,10,1.84,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
MSI,15.6,16,Nvidia GeForce GTX 1070,Windows,10,2.94,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Acer,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS,1.25,32,Flash Storage,Intel,1.6,4,Celeron Quad Core N3160,1366x768,IPS Panel Touchscreen,Intel
HP,14.0,8,Intel HD Graphics 620,Windows,10,2.31,256,SSD,Intel,2.6,2,Core i5 7300U,1366x768,Unknown,Intel
Lenovo,14.0,8,Intel HD Graphics 520,Windows,7,1.65,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
Dell,15.6,4,AMD Radeon 530,Windows,10,2.2,1024,HDD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,AMD
Fujitsu,15.6,8,Intel HD Graphics 620,Windows,10,2.2,256,SSD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
HP,15.6,4,Intel HD Graphics 520,Windows,7,1.88,500,HDD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
Lenovo,15.6,8,Nvidia GeForce 920MX,Windows,10,2.2,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
Mediacom,14.0,2,Intel HD Graphics,Windows,10,1.4,32,Flash Storage,Intel,1.44,4,Atom x5 Z8350,1920x1080,Full HD,Intel
Lenovo,15.6,4,Intel HD Graphics 620,No OS,No OS,2.2,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Asus,13.3,6,Intel HD Graphics 620,Windows,10,1.5,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
Dell,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.0,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Asus,14.0,16,Intel HD Graphics 620,Windows,10,1.1,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
Dell,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Lenovo,15.6,4,Intel UHD Graphics 620,Windows,10,1.8,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,Intel
Lenovo,15.6,4,Nvidia GeForce 920MX ,Windows,10,2.2,1024,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Nvidia
Asus,15.6,8,Intel HD Graphics 500,Windows,10,2.0,1024,HDD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
Asus,15.6,8,Nvidia GeForce GTX 1050,Windows,10,1.99,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.23,256,SSD,Intel,1.6,4,Core i5 8250U,3200x1800,Quad HD+ / Touchscreen,Intel
Lenovo,14.0,2,Intel HD Graphics 400,Windows,10,1.42,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.37,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Dell,15.6,16,Nvidia GeForce GTX 1050,Windows,10,2.06,1024,SSD,Intel,2.8,4,Core i7 7700HQ,3840x2160,4K Ultra HD / Touchscreen,Nvidia
Lenovo,15.6,8,Nvidia GeForce GTX 1050M,Windows,10,2.5,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
HP,17.0,8,AMD Radeon R5,Windows,10,2.6,1024,HDD,AMD,3.0,2,A9 Series 9420,1600x900,Unknown,AMD
Lenovo,14.0,16,Intel HD Graphics 620,Windows,10,1.14,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
Asus,15.6,8,Nvidia GeForce GTX 1050 Ti,No OS,No OS,2.5,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Acer,15.6,4,Intel HD Graphics 520,Windows,10,2.4,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Lenovo,14.0,4,Intel HD Graphics,Windows,10,1.43,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
Acer,14.0,8,Intel Graphics 620,Windows,10,1.8,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
Razer,14.0,16,Nvidia GeForce GTX 1060,Windows,10,1.95,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Toshiba,13.3,8,Intel HD Graphics 520,Windows,10,1.2,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
Lenovo,12.5,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
Asus,17.3,32,Nvidia GeForce GTX 1080,Windows,10,3.8,512,SSD,Intel,2.7,4,Core i7 6820HK,1920x1080,IPS Panel Full HD,Nvidia
Acer,15.6,8,Nvidia GeForce GTX 1050,Linux,Ubuntu,2.4,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Dell,13.3,8,Intel UHD Graphics 620,Windows,10,1.2,256,SSD,Intel,1.6,4,Core i5 8250U,1920x1080,Full HD,Intel
MSI,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,10,2.2,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
HP,15.6,4,Intel HD Graphics 520,No OS,No OS,1.86,500,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Toshiba,15.6,8,Intel HD Graphics 620,Windows,10,2.0,500,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
Dell,15.6,8,AMD Radeon 530,Windows,10,2.2,256,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD,AMD
Dell,15.6,16,AMD Radeon 530,Windows,10,2.2,2304,SSD + HDD,Intel,1.8,4,Core i7 8550U,1920x1080,Full HD,AMD
Lenovo,15.6,8,Nvidia GeForce GTX 960,Windows,10,3.31,1152,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,IPS Panel Full HD,Nvidia
Dell,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.42,1536,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,3840x2160,IPS Panel 4K Ultra HD,Nvidia
Dell,14.0,8,Intel HD Graphics 520,Windows,10,1.56,256,SSD,Intel,2.4,2,Core i5 6300U,1920x1080,Full HD,Intel
Lenovo,15.6,4,Intel HD Graphics 500,Windows,10,2.2,500,HDD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
Lenovo,15.6,4,Intel HD Graphics 520,Windows,10,2.2,500,HDD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
HP,15.6,6,AMD Radeon R5 M430,Windows,10,2.04,1024,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Unknown,AMD
MSI,17.3,8,Nvidia GeForce GTX 1060,Windows,10,2.7,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Toshiba,15.6,4,Intel HD Graphics 520,Windows,10,2.1,128,SSD,Intel,2.1,2,Core i3 6100U,1366x768,Unknown,Intel
Dell,15.6,8,Intel HD Graphics 620,Windows,10,2.06,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
HP,15.6,8,AMD Radeon 530,Windows,10,2.1,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
Toshiba,15.6,8,Intel HD Graphics 620,Windows,10,2.0,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
Acer,15.6,4,Intel HD Graphics 520,Linux,Ubuntu,2.1,128,SSD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
Microsoft,13.5,8,Intel Iris Plus Graphics 640,Windows,10 S,1.252,256,SSD,Intel,2.8,2,Core i7 7600U,2256x1504,Touchscreen,Intel
Lenovo,15.6,8,AMD Radeon R5 M430,Windows,10,1.9,1152,SSD + HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,AMD
Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.3,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Lenovo,15.6,4,AMD Radeon R2 Graphics,Windows,10,2.2,128,SSD,AMD,2.2,2,E Series E2 9000,1366x768,Unknown,AMD
HP,14.0,4,Nvidia GeForce 940MX,Windows,10,1.63,128,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD / Touchscreen,Nvidia
MSI,15.6,16,Nvidia GeForce GTX 1050,Windows,10,2.4,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Asus,14.0,8,Intel HD Graphics 620,Windows,10,1.1,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
HP,11.6,8,Intel HD Graphics 500,Chrome OS,Chrome OS,1.4,64,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Touchscreen,Intel
LG,15.6,8,Intel HD Graphics 620,Windows,10,1.09,512,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,IPS Panel Full HD,Intel
Acer,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,256,SSD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Asus,15.6,4,Intel HD Graphics 500,Windows,10,1.86,128,SSD,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
Dell,15.6,16,Nvidia GeForce GTX 1060,Windows,10,3.21,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
HP,17.3,4,AMD Radeon R5 520,Windows,10,2.5,256,SSD,Intel,2.0,2,Core i3 6006U,1920x1080,IPS Panel Full HD,AMD
Lenovo,13.3,8,Intel UHD Graphics 620,Windows,10,1.19,512,SSD,Intel,1.8,4,Core i7 8550U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Dell,15.6,16,Nvidia GeForce GTX 1070,Windows,10,3.49,1280,SSD + HDD,Intel,2.9,4,Core i7 7820HK,1920x1080,Full HD,Nvidia
HP,15.6,4,AMD Radeon 520,Windows,10,1.86,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,AMD
Dell,15.6,4,AMD Radeon R5 M430,Windows,10,2.2,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
HP,17.3,6,AMD Radeon R7 M440,Windows,10,2.65,2048,HDD,AMD,2.4,4,A10 Series 9600P,1920x1080,IPS Panel Full HD,AMD
Lenovo,15.6,4,Intel HD Graphics 510,Windows,10,2.1,500,HDD,Intel,1.6,2,Celeron Dual Core 3855U,1366x768,Unknown,Intel
Acer,14.0,4,Intel HD Graphics 510,Chrome OS,Chrome OS,1.45,32,Flash Storage,Intel,1.6,2,Celeron Dual Core 3855U,1366x768,Unknown,Intel
Lenovo,14.0,4,Intel HD Graphics 620,Windows,10,1.7,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
HP,17.3,8,Nvidia Quadro M1200,Windows,10,3.14,500,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.42,256,SSD,Intel,2.7,2,Core i7 7500U,2560x1440,Touchscreen,Intel
Toshiba,13.3,8,Intel HD Graphics 620,Windows,10,1.5,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
Acer,11.6,4,Intel HD Graphics,Windows,10,1.4,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3050,1366x768,Unknown,Intel
Lenovo,14.0,16,Intel HD Graphics 620,Windows,10,1.38,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Intel
Asus,12.5,4,Intel HD Graphics 515,Chrome OS,Chrome OS,1.2,64,Flash Storage,Intel,0.9,2,Core M M3 6Y30,1920x1080,Full HD / Touchscreen,Intel
Toshiba,13.3,16,Intel HD Graphics 520,Windows,10,1.36,512,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD / Touchscreen,Intel
HP,15.6,4,AMD Radeon 530,Windows,10,2.1,500,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,AMD
